1877.06,1047.02,7
-1146.34,-774.973,2
-48.4178,3989.33,1
-1929.51,-3057.37,0
5967.76,4888.33,4
-181.983,4482.29,1
4876.71,5045.32,4
2854.33,3707.45,9
4633.48,1400.83,5
5572.23,6314.65,9
-1684.92,-2428.35,0
2090.94,-1473.89,6
6033.77,6742.57,9
-1203.92,-2776.59,0
159.672,4259.3,1
5472.33,917.817,5
5536.82,6392.61,9
1824.31,1137.1,7
3186.99,90.3996,3
7060.81,4632.68,4
3720.15,4882.08,9
1986.92,-1938.67,6
1758.81,-1043.99,6
6668.26,1013.49,5
6386.65,3511.22,4
-1543.74,-1621.31,0
1920.11,883.398,7
8401.85,6135.18,4
-769.371,-2984.24,0
-315.408,3819.57,1
5636.86,-2154.09,3
461.308,3875.35,1
5014.1,-1423.61,3
1672.4,-376.677,4
1963.66,1386.13,7
-1545.07,1064.23,2
1535.01,625.702,7
-337.391,4427.85,1
-489.284,67.2839,2
-242.165,3844.7,1
-157.039,3678.94,1
1077.39,-832.576,7
7447.14,4803.79,4
-428.346,1302.9,2
4084.06,452.321,3
4288.44,1290.11,5
-194.345,3194.48,1
-2050.68,280.211,2
7387.54,5859.08,4
7027.02,6237.9,4
1161.22,-2399.91,6
3575.67,-2078.9,3
6865.91,805.414,5
5731.71,1606.1,5
1905.93,-2337.8,6
-1223.69,-1564.02,0
8241.16,5200.09,4
-448.711,3934.99,1
5852.56,6240.52,9
4934.62,2502.26,5
2184.15,1319.93,7
1765.37,4597.42,8
3375.13,3208.2,9
2162.37,408.886,3
2514.44,1392.92,7
5612.12,3339.42,4
1475.76,-1198.48,6
6547.09,5480.48,4
5462.1,-2183.88,3
-1510.69,-2537.62,0
2871.01,1218.9,7
-2109.36,-3238.39,0
-379.023,684.174,2
3243.22,4518.73,9
192.435,4357.21,1
2492.4,1668.54,7
5512.31,-1039.66,3
-1063.71,880.681,2
3930.99,4835.33,9
1441.33,971.584,7
3131.6,2144.09,7
856.69,-2044.98,6
-2116.14,1119.96,2
2435.2,1618.54,7
2119.02,4845.35,8
7642.92,4674.56,4
1440.01,1060.79,7
4110,-989.805,3
799.237,-1350.43,6
661.056,3429.68,1
5253.82,-1227.76,3
1118.65,-2408.47,6
4219.33,5012.13,9
5340.23,-599.384,3
-940.621,4267.6,1
4021.93,4068.34,4
1167.78,3218.72,1
1688.11,1328.02,7
1075.48,-1715.17,6
4347.49,7066.13,9
1736.39,-1688.9,6
-1995.55,-3224.3,0
6107.73,1268.11,5
7291.26,4713,4
4818.72,4658.49,9
5834.56,6725.69,9
-1342.67,1031.39,2
30.557,2119.14,1
5761.23,6350.13,9
5861.78,4622.52,4
2267.23,4001.38,8
1596.49,1767.14,7
5124.65,-1425.53,3
4716.4,6397.62,9
2000.14,914.494,7
5618.11,4331,4
6544.87,4978.37,4
6600.74,5058.52,4
5155.61,5706.68,9
-399.55,1407.07,2
6766.37,1790.48,5
5023.49,4148.9,4
2085.64,1862.37,7
438.588,-1230.08,6
3607.87,3092.83,7
3960.98,4982.98,9
-767.849,-1149.1,0
6250.29,1207.93,5
2856.53,4980.97,8
6672.08,1617.95,5
1127.23,-2320.77,6
838.871,-2400.71,6
6398.25,497.961,5
2002.93,1966.91,7
1700.27,5569.47,8
-540.757,4674.41,1
-1036.31,-2048.59,0
90.6774,4117.33,1
1161.06,-2150.48,6
4950.55,4492.11,4
1168.66,-2384.01,6
2515.44,1356.62,7
1608.73,-724.438,3
-475.605,4693.67,1
1954.37,1695.54,7
-417.075,4547.73,1
1814.04,4504.52,8
-1663.21,994.72,2
-1570.68,-2405.11,0
1559.4,2377.78,2
6332.34,7190.18,9
3642.18,4031.42,9
7398.62,2671.98,5
5790.19,2095.15,5
413.913,3746.42,1
6919.07,1779.03,5
2010.57,-1457.78,6
-1265.84,-1766.14,0
1891.01,-720.236,3
5224.07,3522.56,4
4227.74,3369.59,4
1304.94,-2570.31,6
7363.43,1601.5,5
7649.09,5167.69,4
1581.68,-1458.24,6
6680.75,1789.62,5
4489.27,4246.93,4
2909.74,357.815,5
-350.824,4676.76,1
6413.67,3426.41,4
8233.78,4949.38,4
978.851,837.262,7
-229.909,548.896,2
4025.15,-694.917,3
-1417.05,1308.14,2
1459.16,1505.27,7
439.12,4019.15,1
2332.92,2932.85,8
-586.882,4394.11,1
1484.38,6210.28,8
-419.116,3848.61,1
1710.11,4379.21,8
4315.31,759.238,5
-1942.61,-2709.12,0
2003.38,2300.2,8
4907.72,5644.28,9
-1110.02,762.381,2
6879.8,2126.45,5
-1922.09,-4236.62,0
40.7366,3350.42,1
243.195,3972.2,1
23.2675,2849.06,1
-2038.29,-1799.08,0
4439.04,4690.72,9
-1118.48,-1762.73,0
2604.02,94.3942,3
-556.564,4025.35,1
866.879,-3098.84,6
7553.21,5441.61,4
-1349.28,816.821,2
3383.13,-2313.36,3
931.649,-2284.28,6
-201.709,4182.42,1
73.7089,2976.39,1
-137.813,3697.58,1
4687.99,-1689.64,3
4173.59,5175.28,9
5270.88,83.5488,5
-2559.3,844.175,2
5103.84,3551.27,9
6509.11,4896.63,4
5481.74,2084,5
5283.81,5303.64,9
4993.99,-1846.69,3
4968.44,5222.64,9
-70.3833,-2131.44,0
5555.16,-2419.89,3
2982.71,-690.788,6
6540.16,2068.14,5
6440.48,1684.11,5
2041.62,912.866,7
-1072.29,-580.967,2
-2443.09,711.919,2
1958.67,1171.45,7
122.261,3422.41,1
-652.562,1086.34,2
1544.24,4477.07,8
5455.87,3665.3,4
12.1446,3779.4,1
2095.44,1013.72,7
4237.68,-534.35,3
4851.04,-522.291,3
1486.79,4793.94,8
2180.4,3572.04,8
1379.04,1139.5,7
2882.7,4419.04,9
-2190.69,315.245,2
-2318.42,1155.36,2
8121.64,5289.74,4
-251.536,3888.31,1
6001.04,1822.06,5
5135.79,3585.01,9
611.167,3308.97,8
1831.34,1181.55,7
-1365.53,1038.99,2
3858.07,-1222.71,3
-1445.37,-2230.86,0
823.436,644.827,4
7658.56,5833.47,4
-1068.59,934.23,2
7039.69,5467.71,4
-174.271,2698.26,1
6072.37,5821.32,9
5887.04,1721.83,5
2303.13,618.102,7
960.014,1362.75,7
-1511.27,988.547,2
1164.65,1392.83,8
-2729.09,825.119,2
-79.879,-2471.89,6
1373.27,4679.36,8
3980.44,777.968,5
1972.22,1130.86,7
1953.44,1046.05,7
3951.25,4791.65,9
-667.984,4536.63,1
1292.43,2061.09,8
-649.422,3872.44,1
316.379,3627.79,8
-1420.53,-2196.7,0
6591.8,-986.061,3
-1156.29,-1948.78,0
-473.799,3653.79,1
4525.85,5308.76,9
2959.72,4093.75,9
7381.02,6777.97,4
-521.783,5033.15,1
864.785,5702.15,8
-1725.29,2064.94,2
-334.147,4035.97,1
-1223.39,1365.49,2
5612.79,6367.17,9
1951,1585.37,7
6458.44,1145.97,5
3735.5,5118.79,9
-1859.47,688.247,2
1598.28,-1200.81,6
5323.41,3055.25,4
663.843,3154.36,1
3960.83,1621.89,5
3784.99,3015.66,8
-620.536,778.926,2
3775.95,2420.57,9
-1885.39,-174.707,2
-951.846,-1547.52,0
6316.94,4702.77,4
-2367.36,-3722.55,0
-495.6,-3637.13,0
-1003.16,1334.73,2
2310.92,3418.37,8
2054.44,2595.48,4
1457.78,1362.09,7
-363.379,4382.21,1
-774.54,813.512,2
6008.7,4508.27,4
-861.859,-1567.65,0
-1683.49,806.404,2
2355.55,916.335,7
6208.79,5338.3,4
4013.44,-790.758,3
4755.35,-1316.96,3
-1347.07,-2369.59,0
-1728.79,-2625.52,0
6555.28,-192.787,3
83.7085,4344.21,1
3008.5,4329.81,9
2244.65,-1127.68,6
4215.09,1834.7,5
-856.985,-147.488,2
6721.83,1859.66,5
2199.98,3309.88,9
745.251,987.193,2
5071.69,5619.79,9
5207.89,-782.085,3
918.839,-248.195,0
4366.84,3739.04,4
-284.605,1589.86,2
-1047.43,-2675.77,0
1964.48,680.691,7
-386.529,3623.37,1
46.7098,3995.79,1
-1756.1,1458.42,2
-563.26,4085.98,1
4766.8,1434.45,5
5216.5,-507.515,3
3988.67,-235.098,3
4838.11,4880.02,9
2177.5,969.239,7
1668.45,3899.22,8
1824.12,-1513.29,6
4616.08,294.555,5
2564.99,-451.73,6
-125.178,4056.05,1
5590.3,-553.034,3
2717,3487.54,8
-232.745,3968.26,1
-1147.27,-1410.57,0
7685.39,3207.33,5
497.461,3966.61,1
3794.42,-220.818,3
-377.753,3103.23,1
5539.78,1043.96,5
4015.01,107.691,5
144.461,-2538.23,6
-261.151,3886.43,1
2348.51,3888.54,8
7908.79,2586.37,5
74.1255,2620.26,1
1984.44,2166.65,7
4747.14,5727.89,9
7609.57,5328.85,4
1308.75,-2289.02,6
-1124.96,439.821,2
-2208.67,1800.01,2
6593.67,604.155,5
-1513.77,-1998.06,0
547.165,-1330.75,6
5483.04,590.475,5
1711.93,-2030.59,6
4983.95,-768.339,3
2038.36,945.799,7
-1216.22,140.353,2
-270.91,-1625.19,0
778.446,4498.11,8
1967.9,4475.1,8
8100.96,2726.98,5
7657.62,5476.11,4
-3.99336,4455.59,1
-167.734,4110.8,1
6744.46,4580.8,4
-723.577,-2286.28,0
2143.21,84.5028,3
5210.82,-2236.33,3
2122.74,931.545,7
601.051,-2941.35,6
-69.7754,4346.75,1
2173.65,-1367.35,6
-1543.5,437.858,2
-291.824,3590.09,1
4877.37,5014.15,9
-2638.13,548.235,2
386.913,2344.46,8
1077.02,-1365.82,6
75.434,4204.59,1
3822.97,4687.9,9
6879.87,1652.05,5
-1311.79,1550.74,2
5650.55,1928.77,5
